     0.00000	      0.00000	      0.00000	      0.00000
     0.01164	      0.00001	      0.00000	     60.77536
     0.02327	      0.00003	      0.00000	     60.77536
     0.03491	      0.00005	      0.00000	     60.77536
     0.04654	      0.00007	      0.00000	     63.53302
     0.05818	      0.00010	      0.00000	     63.53302
     0.06981	      0.00012	      0.00000	     63.53302
     0.08145	      0.00015	      0.00000	     63.53302
     0.09308	      0.00018	      0.00000	     63.49990
     0.10470	      0.00021	      0.00000	     63.44572
     0.11633	      0.00024	      0.00000	     63.39156
     0.12794	      0.00028	      0.00000	     63.33742
     0.13955	      0.00032	      0.00000	     63.28030
     0.15116	      0.00036	      0.00000	     63.22621
     0.16276	      0.00040	      0.00000	     63.17215
     0.17436	      0.00045	      0.00000	     63.11810
     0.18595	      0.00049	      0.00000	     63.06408
     0.19754	      0.00054	      0.00000	     63.00709
     0.20912	      0.00059	      0.00000	     62.99209
     0.22071	      0.00065	      0.00000	     62.99209
     0.23229	      0.00070	      0.00000	     62.99209
     0.24388	      0.00076	      0.00000	     62.99209
     0.25546	      0.00082	      0.00000	     62.99209
     0.26705	      0.00088	      0.00000	     62.99209
     0.27863	      0.00095	      0.00000	     62.99209
     0.29022	      0.00101	      0.00000	     62.99209
     0.30180	      0.00108	      0.00000	     60.25791
     0.31339	      0.00115	      0.00000	     60.25791
     0.32497	      0.00123	      0.00000	     60.23209
     0.33655	      0.00130	      0.00000	     60.19195
     0.34812	      0.00138	      0.00000	     60.14895
     0.35969	      0.00146	      0.00000	     60.10883
     0.37126	      0.00154	      0.00000	     60.06587
     0.38282	      0.00163	      0.00000	     60.02578
     0.39438	      0.00171	      0.00000	     59.98284
     0.40593	      0.00180	      0.00000	     59.93991
     0.41748	      0.00189	      0.00000	     59.89987
     0.42903	      0.00199	      0.00000	     59.85697
     0.44057	      0.00208	      0.00000	     59.84554
     0.45212	      0.00218	      0.00000	     59.84554
     0.46366	      0.00228	      0.00000	     59.84554
     0.47521	      0.00238	      0.00000	     62.56101
     0.48675	      0.00249	      0.00000	     62.56101
     0.49830	      0.00260	      0.00000	     62.56101
     0.50984	      0.00270	      0.00000	     62.56101
     0.52139	      0.00282	      0.00000	     62.56101
     0.53293	      0.00293	      0.00000	     62.56101
     0.54447	      0.00304	      0.00000	     62.56101
     0.55602	      0.00316	      0.00000	     62.52515
     0.56755	      0.00328	      0.00000	     62.47139
     0.57908	      0.00340	      0.00000	     62.41764
     0.59061	      0.00353	      0.00000	     59.65701
     0.60213	      0.00365	      0.00000	     59.60564
     0.61365	      0.00378	      0.00000	     59.55430
     0.62516	      0.00391	      0.00000	     59.50583
     0.63666	      0.00404	      0.00000	     59.45453
     0.64817	      0.00418	      0.00000	     59.40325
     0.65966	      0.00432	      0.00000	     59.35199
     0.67116	      0.00446	      0.00000	     59.33206
     0.68265	      0.00460	      0.00000	     56.86388
     0.69414	      0.00474	      0.00000	     56.86388
     0.70564	      0.00489	      0.00000	     56.86388
     0.71713	      0.00504	      0.00000	     56.86388
     0.72863	      0.00519	      0.00000	     54.59284
     0.74012	      0.00534	      0.00000	     54.59284
     0.75162	      0.00550	      0.00000	     54.59284
     0.76311	      0.00566	      0.00000	     54.59284
     0.77460	      0.00582	      0.00000	     52.49624
     0.78610	      0.00598	      0.00000	     52.47358
     0.79758	      0.00615	      0.00000	     52.43833
     0.80907	      0.00632	      0.00000	     50.46260
     0.82055	      0.00649	      0.00000	     50.42868
     0.83202	      0.00666	      0.00000	     48.59511
     0.84349	      0.00684	      0.00000	     48.56243
     0.85496	      0.00702	      0.00000	     46.85629
     0.86642	      0.00720	      0.00000	     46.82250
     0.87788	      0.00739	      0.00000	     46.79097
     0.88934	      0.00758	      0.00000	     45.20064
     0.90079	      0.00777	      0.00000	     45.19194
     0.91224	      0.00796	      0.00000	     43.73595
     0.92370	      0.00816	      0.00000	     43.73595
     0.93515	      0.00836	      0.00000	     42.37086
     0.94660	      0.00857	      0.00000	     41.08840
     0.95806	      0.00877	      0.00000	     41.08840
     0.96951	      0.00898	      0.00000	     39.88129
     0.98096	      0.00920	      0.00000	     39.88129
     0.99242	      0.00941	      0.00000	     38.74308
     1.00387	      0.00964	      0.00000	     38.74308
     1.01532	      0.00986	      0.00000	     37.65172
     1.02677	      0.01009	      0.00000	     37.62635
     1.03821	      0.01032	      0.00000	     36.58580
     1.04965	      0.01055	      0.00000	     36.55936
     1.06108	      0.01079	      0.00000	     35.57423
     1.07251	      0.01104	      0.00000	     35.54851
     1.08394	      0.01128	      0.00000	     34.61452
     1.09536	      0.01153	      0.00000	     34.59114
     1.10678	      0.01179	      0.00000	     33.70279
     1.11819	      0.01204	      0.00000	     33.68001
     1.12961	      0.01230	      0.00000	     32.84980
     1.14102	      0.01257	      0.00000	     32.84980
     1.15243	      0.01284	      0.00000	     32.06838
     1.16384	      0.01311	      0.00000	     32.06838
     1.17526	      0.01339	      0.00000	     32.06838
     1.18667	      0.01367	      0.00000	     31.32328
     1.19808	      0.01396	      0.00000	     31.32328
     1.20949	      0.01425	      0.00000	     30.61201
     1.22090	      0.01455	      0.00000	     30.61201
     1.23231	      0.01485	      0.00000	     30.61201
     1.24372	      0.01515	      0.00000	     29.92365
     1.25513	      0.01546	      0.00000	     29.90775
     1.26653	      0.01577	      0.00000	     29.24258
     1.27793	      0.01609	      0.00000	     29.22703
     1.28933	      0.01641	      0.00000	     29.21148
     1.30073	      0.01674	      0.00000	     28.57665
     1.31212	      0.01707	      0.00000	     28.56144
     1.32350	      0.01740	      0.00000	     27.95201
     1.33489	      0.01774	      0.00000	     27.93713
     1.34627	      0.01809	      0.00000	     27.92225
     1.35765	      0.01844	      0.00000	     27.34756
     1.36903	      0.01879	      0.00000	     27.34756
     1.38041	      0.01915	      0.00000	     26.80103
     1.39179	      0.01952	      0.00000	     26.80103
     1.40317	      0.01989	      0.00000	     26.27592
     1.41455	      0.02026	      0.00000	     26.27592
     1.42593	      0.02064	      0.00000	     26.27592
     1.43731	      0.02103	      0.00000	     25.77099
     1.44869	      0.02141	      0.00000	     25.77099
     1.46006	      0.02181	      0.00000	     25.28510
     1.47144	      0.02221	      0.00000	     25.27408
     1.48281	      0.02261	      0.00000	     24.78475
     1.49418	      0.02302	      0.00000	     24.76313
     1.50554	      0.02344	      0.00000	     24.74032
     1.51689	      0.02386	      0.00000	     24.26961
     1.52824	      0.02429	      0.00000	     24.24841
     1.53959	      0.02472	      0.00000	     24.22722
     1.55093	      0.02515	      0.00000	     23.77409
     1.56226	      0.02560	      0.00000	     23.75215
     1.57359	      0.02604	      0.00000	     23.31531
     1.58492	      0.02650	      0.00000	     23.30737
     1.59624	      0.02695	      0.00000	     23.30737
     1.60757	      0.02742	      0.00000	     23.30737
     1.61890	      0.02789	      0.00000	     23.30737
     1.63022	      0.02836	      0.00000	     22.90579
     1.64155	      0.02884	      0.00000	     22.90579
     1.65287	      0.02933	      0.00000	     22.90579
     1.66420	      0.02982	      0.00000	     22.90579
     1.67552	      0.03032	      0.00000	     22.90579
     1.68685	      0.03082	      0.00000	     22.51781
     1.69817	      0.03133	      0.00000	     22.51343
     1.70949	      0.03185	      0.00000	     22.50467
     1.72081	      0.03237	      0.00000	     22.49700
     1.73213	      0.03290	      0.00000	     22.48934
     1.74344	      0.03343	      0.00000	     22.48168
     1.75475	      0.03397	      0.00000	     22.47401
     1.76606	      0.03451	      0.00000	     22.46526
     1.77737	      0.03506	      0.00000	     22.45760
     1.78867	      0.03562	      0.00000	     22.44994
     1.79998	      0.03618	      0.00000	     22.44229
     1.81128	      0.03674	      0.00000	     22.43901
     1.82258	      0.03732	      0.00000	     22.43901
     1.83388	      0.03789	      0.00000	     22.82563
     1.84518	      0.03848	      0.00000	     22.82563
     1.85648	      0.03907	      0.00000	     22.82563
     1.86778	      0.03966	      0.00000	     22.82563
     1.87908	      0.04026	      0.00000	     22.82563
     1.89038	      0.04087	      0.00000	     23.22581
     1.90168	      0.04148	      0.00000	     23.22581
     1.91298	      0.04210	      0.00000	     23.22581
     1.92428	      0.04272	      0.00000	     23.21902
     1.93557	      0.04335	      0.00000	     23.62069
     1.94686	      0.04398	      0.00000	     23.60802
     1.95815	      0.04462	      0.00000	     23.59536
     1.96943	      0.04527	      0.00000	     24.01117
     1.98071	      0.04592	      0.00000	     23.99946
     1.99199	      0.04657	      0.00000	     23.98658
     2.00327	      0.04723	      0.00000	     24.41734
     2.01454	      0.04789	      0.00000	     24.40422
     2.02580	      0.04856	      0.00000	     24.39111
     2.03707	      0.04924	      0.00000	     24.84613
     2.04834	      0.04992	      0.00000	     24.84613
     2.05960	      0.05060	      0.00000	     25.32358
     2.07087	      0.05129	      0.00000	     25.32358
     2.08213	      0.05199	      0.00000	     25.32358
     2.09340	      0.05269	      0.00000	     25.81975
     2.10466	      0.05340	      0.00000	     25.81975
     2.11592	      0.05411	      0.00000	     25.81975
     2.12719	      0.05482	      0.00000	     26.33574
     2.13845	      0.05554	      0.00000	     26.33574
     2.14971	      0.05627	      0.00000	     26.33060
     2.16097	      0.05700	      0.00000	     26.32030
     2.17223	      0.05773	      0.00000	     26.84784
     2.18348	      0.05847	      0.00000	     26.83866
     2.19474	      0.05921	      0.00000	     26.82947
